date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:33:47	15928/15928	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:48%20GMT	https://www.artesiangroup.co.uk/Leading-change	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/Leading-change.html	(from https://www.artesiangroup.co.uk/)
20:33:48	17628/17628	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:48%20GMT	https://www.artesiangroup.co.uk/Sales-organisation-transformation	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/Sales-organisation-transformation.html	(from https://www.artesiangroup.co.uk/)
20:33:48	15496/15496	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:48%20GMT	https://www.artesiangroup.co.uk/who-we-work-with	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/who-we-work-with.html	(from https://www.artesiangroup.co.uk/)
20:33:48	15900/15900	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:49%20GMT	https://www.artesiangroup.co.uk/bombardier-aerospace	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/bombardier-aerospace.html	(from https://www.artesiangroup.co.uk/)
20:33:48	15902/15902	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:49%20GMT	https://www.artesiangroup.co.uk/european-investment-bank	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/european-investment-bank.html	(from https://www.artesiangroup.co.uk/)
20:33:48	16449/16449	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:49%20GMT	https://www.artesiangroup.co.uk/Winchester-and-Eastleigh-NHS-Trust	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/Winchester-and-Eastleigh-NHS-Trust.html	(from https://www.artesiangroup.co.uk/)
20:33:49	16529/16529	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:49%20GMT	https://www.artesiangroup.co.uk/Major-steel-company	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/Major-steel-company.html	(from https://www.artesiangroup.co.uk/)
20:33:49	16633/16633	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:50%20GMT	https://www.artesiangroup.co.uk/course-dates	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/course-dates.html	(from https://www.artesiangroup.co.uk/)
20:33:49	15822/15822	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:50%20GMT	https://www.artesiangroup.co.uk/our-team	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/our-team.html	(from https://www.artesiangroup.co.uk/)
20:33:49	22325/22325	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:50%20GMT	https://www.artesiangroup.co.uk/associates	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/associates.html	(from https://www.artesiangroup.co.uk/)
20:33:49	15112/15112	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:50%20GMT	https://www.artesiangroup.co.uk/name	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/name.html	(from https://www.artesiangroup.co.uk/)
20:33:50	15763/15763	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:50%20GMT	https://www.artesiangroup.co.uk/our-values	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/our-values.html	(from https://www.artesiangroup.co.uk/)
20:33:50	15086/15086	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:51%20GMT	https://www.artesiangroup.co.uk/get-in-touch	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/get-in-touch.html	(from https://www.artesiangroup.co.uk/)
20:33:50	21063/21063	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:51%20GMT	https://www.artesiangroup.co.uk/index	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/index-2.html	(from https://www.artesiangroup.co.uk/)
20:33:50	7137/7137	---M--	200	added ('OK')	image/png	etag:%225435049a-1be1%22	https://www.artesiangroup.co.uk/img/logo.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/logo.png	(from https://www.artesiangroup.co.uk/)
20:33:51	23236/23236	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:51%20GMT	https://www.artesiangroup.co.uk/healthy-leadership	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/healthy-leadership.html	(from https://www.artesiangroup.co.uk/)
20:33:51	16153/16153	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2019:33:51%20GMT	https://www.artesiangroup.co.uk/diagnostic-tools	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/diagnostic-tools.html	(from https://www.artesiangroup.co.uk/)
20:33:51	27266/27266	---MCZ	200	added ('OK')	text/css	etag:W/%2254350491-6a82%22	https://www.artesiangroup.co.uk/css/font-awesome.css	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/css/font-awesome.css	(from https://www.artesiangroup.co.uk/css/flexy-menu.css)
20:33:51	161/161	---M--	200	added ('OK')	image/png	etag:%22a1-504e5fd585600%22	https://www.artesiangroup.co.uk/img/dropdown.png	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/img/dropdown.png	(from https://www.artesiangroup.co.uk/css/flexy-menu.css)
20:33:52	26513/26513	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254350493-6791%22	https://www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.eot	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.eot	(from https://www.artesiangroup.co.uk/css/survey.css)
20:33:52	26513/26513	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254350493-6791%22	https://www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.eot?	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/font/sourcesanspro-light-webfontd41d.eot	(from https://www.artesiangroup.co.uk/css/survey.css)
20:33:52	29436/29436	---M--	200	added ('OK')	application/font-woff	etag:%2254350493-72fc%22	https://www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.woff	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.woff	(from https://www.artesiangroup.co.uk/css/survey.css)
20:33:52	65644/65644	---M--	200	added ('OK')	application/font-sfnt	etag:%2254350493-1006c%22	https://www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.ttf	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.ttf	(from https://www.artesiangroup.co.uk/css/survey.css)
20:33:53	97542/97542	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254350493-17d06%22	https://www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.svg	D:/artesiangroup/artesiangroup/www.artesiangroup.co.uk/font/sourcesanspro-light-webfont.svg	(from https://www.artesiangroup.co.uk/css/survey.css)
